src_code,src_content,dst_code,dst_content
Korean,Size M 167cm,Japanese,サイズ M / 167cm
Korean,Size M 167cm,Vietnamese,Cỡ M / 167cm
Korean,Size M 167cm,English,Size M / 167cm
Korean,Size M 170cm,Vietnamese,Cỡ M / 170cm
Korean,Size M 170cm,English,Size M / 170cm
Korean,Size M 170cm,Japanese,サイズ M / 170cm
Korean,Size M/ 167cm,Vietnamese,Cỡ M / 167cm
Korean,Size M/167cm,Vietnamese,Size M / 167cm
Korean,Size M/167cm,Japanese,サイズ M / 167cm
Korean,Size M/167cm,English,Size M / 167cm
Korean,"Spain , Garnacha",Japanese,スペイン、ガルナチャ
Korean,"Spain , Macabeo",Chinese (Simplified),"西班牙 , 马卡贝奥"
Korean,"Spain , Macabeo",Japanese,スペイン、マカベオ
Korean,"Spain , Monastrell",Japanese,スペイン、モナストレル
Korean,"Spain , Tempranillo",Japanese,"スペイン , テンプラニーロ"
Korean,"Spain , Tempranillo",Chinese (Traditional),"西班牙 , 坦普拉尼略"
Korean,"Spain , Tempranillo",Chinese (Simplified),"西班牙 , 坦普拉尼略"
Korean,"Spain , Verdojo",Japanese,スペイン、ベルド号
Korean,"Spain , Xarello",Chinese (Traditional),西班牙，薩雷洛
Korean,"Spain , Xarello",Chinese (Simplified),西班牙，萨雷洛
Korean,Special Set,Chinese (Traditional),特色套餐
Korean,Special Set,English,Special Combo
Korean,Spicy Tomato & Coriander Salade,English,Spicy Tomato & Coriander Salad
Korean,Spicy Tomato & Coriander Salade,Chinese (Simplified),辣番茄和香菜沙拉
Korean,Spicy Tomato & Coriander Salade,Chinese (Traditional),辣番茄香菜沙拉
Korean,Spicy Tomato & Coriander Salade,Japanese,ピリ辛トマトとパクチーサラダ
Korean,Spicy Tomato & Coriander Salade,Spanish,Ensalada Picante De Tomate Y Cilantro
Korean,Sprite,Chinese (Simplified),雪碧
Korean,Sprite,Chinese (Traditional),雪碧
Korean,Sprite,Japanese,スプライト
Korean,"Stire-fried Morning glory, Shellfish, Fermented Soy sauce",English,"Stir-fried Morning glory, Shellfish, Fermented Soy sauce"
Korean,"Stire-fried Morning glory, Shellfish, Fermented Soy sauce",Chinese (Simplified),炒空心菜、蛤蜊、发酵酱油
Korean,"Stire-fried Morning glory, Shellfish, Fermented Soy sauce",Chinese (Traditional),炒空心菜、蛤蜊、發酵醬油
Korean,"Stire-fried Morning glory, Shellfish, Fermented Soy sauce",Japanese,空芯菜炒め、貝、発酵醤油
Korean,"Stire-fried Morning glory, Shellfish, Fermented Soy sauce",Spanish,"Kangkong salteados, almejas, salsa de soja fermentada"
Korean,"Stire-fried Pork, Steamed Rice, Sweet Soy sauce",English,"Stir-fried Pork, Steamed Rice, Sweet Soy sauce"
Korean,"Stire-fried Pork, Steamed Rice, Sweet Soy sauce",Chinese (Simplified),炒猪肉、米饭、甜酱油
Korean,"Stire-fried Pork, Steamed Rice, Sweet Soy sauce",Chinese (Traditional),炒豬肉、米飯、甜醬油
Korean,"Stire-fried Pork, Steamed Rice, Sweet Soy sauce",Japanese,豚肉炒め、ご飯、甘口醤油
Korean,"Stire-fried Pork, Steamed Rice, Sweet Soy sauce",Spanish,"Cerdo salteado, arroz, salsa de soja dulce"
Korean,"Stire-fried seafood,Steamed Rice,Soy sauce",English,"Stir-fried seafood,Steamed Rice,Soy sauce"
Korean,"Stire-fried seafood,Steamed Rice,Soy sauce",Chinese (Simplified),炒海鲜、米饭、酱油
Korean,"Stire-fried seafood,Steamed Rice,Soy sauce",Chinese (Traditional),炒海鮮、米飯、醬油
Korean,"Stire-fried seafood,Steamed Rice,Soy sauce",Japanese,海鮮炒め、ご飯、醤油
Korean,"Stire-fried seafood,Steamed Rice,Soy sauce",Spanish,"Mariscos salteados, arroz, salsa de soja"
Korean,Strawberry,French,fraise
Korean,Strawberry,Japanese,イチゴ
Korean,Strawberry,Chinese (Simplified),草莓
Korean,T-BONE 500g / L-BONE 500g,Chinese (Simplified),丁骨500克/L型骨500克
Korean,"Taco, Quesadilla, Salada, Burrito, Single Dish, Side, Salsa",Chinese (Simplified),墨西哥卷饼、墨西哥夹饼、沙拉、墨西哥馅饼、单品、配菜、酱汁
Korean,"Taco, Quesadilla, Salada, Burrito, Single Dish, Side, Salsa",Chinese (Traditional),墨西哥玉米卷餅、墨西哥薄餅、沙拉、墨西哥卷餅、單品菜、配菜、醬汁
Korean,"Taco, Quesadilla, Salada, Burrito, Single Dish, Side, Salsa",Japanese,タコス、ケサディア、サラダ、ブリトー、シングルディッシュ、サイドディッシュ、ソース
Korean,"Taco, Quesadilla, Salada, Burrito, Single Dish, Side, Salsa",Spanish,"Tacos, quesadillas, ensaladas, burritos, platos individuales, guarniciones, salsas"
Korean,Tiger,Chinese (Simplified),老虎
Korean,Tiger,Chinese (Traditional),虎牌
Korean,Tiger,Japanese,タイガービール
Korean,URBAN COFFEE,Japanese,アーバンコーヒー
Korean,"USA , Chardonnay",Japanese,米国、シャルドネ
Korean,Vietnamese-style BBQ Sausage,Chinese (Simplified),越南BBQ香肠
Korean,Vietnamese-style BBQ Sausage,Chinese (Traditional),越式烤香腸
Korean,Vietnamese-style BBQ Sausage,Japanese,ベトナム風BBQソーセージ
Korean,Vietnamese-style BBQ Sausage,Spanish,Salchichas barbacoa vietnamita
Korean,W: 169CM / M SIZE,Vietnamese,W: 169CM / Cỡ M
Korean,WASHING TIPS,Japanese,洗濯のコツ
Korean,WASHING TIPS,Vietnamese,Mẹo giặt
Korean,WHITE / BLACK,Japanese,ホワイト / ブラック
Korean,WHITE / BLACK,Vietnamese,Trắng / Đen
Korean,Watermelon juice,Chinese (Simplified),西瓜汁
Korean,Watermelon juice,Chinese (Traditional),西瓜汁
Korean,Watermelon juice,Japanese,スイカジュース
Korean,Watermelon juice,Spanish,Jugo de sandía
Korean,Wine List,Chinese (Simplified),葡萄酒菜单
Korean,Wine List,Chinese (Traditional),葡萄酒菜單
Korean,Wine List,Japanese,ワインリスト
Korean,Zero coke,Chinese (Simplified),零度可乐
Korean,Zero coke,Chinese (Traditional),零度可樂
Korean,Zero coke,Japanese,ゼロコーラ
Korean,Zero coke,Spanish,Coca-cola cero
Korean,COOL COTTONCGP ARCH LOGO T-SHIRT,Vietnamese,Cotton MátÁo Thun Logo Cổ Điển CGP
Korean,COOL COTTONCGP ARCH LOGO T-SHIRT,Japanese,クールコットンCGP アーチロゴTシャツ
Korean,COOL COTTONCGP SMALL LOGO 2PACK T-SHIRT,Japanese,COOL COTTONCGP スモールロゴ2パックTシャツ
Korean,COOL COTTONCGP SMALL LOGO 2PACK T-SHIRT,Vietnamese,COOL COTTONCGP Áo thun 2pack có logo nhỏ
Korean,TOPUNISEX MAN -,Vietnamese,Áo đầu trangNam không phân biệt giới tính - Áo Nam Unisex
Korean,TOPUNISEX MAN -,Japanese,トップユニセックス男性 - 男性トップス
Korean,TOPUNISEX MAN -,English,TOPUNISEX MAN - Men's Top
Korean,TOPUNISEX MAN - LO,Japanese,トップユニセックス男性 - 男性トップス
Korean,TOPUNISEX MAN - LO,English,TOPUNISEX MAN - Men's Top
Korean,TOPUNISEX MAN - LO,Vietnamese,Áo đầu trangNam không phân biệt giới tính - Áo Nam Unisex
Korean,TOPUNISEX WOMAN-0,English,TOPUNISEX WOMAN - Women's Top
Korean,TOPUNISEX WOMAN-0,Japanese,トップユニセックス女性 - 女性トップス
Korean,TOPUNISEX WOMAN-0,Vietnamese,Áo đầu trangNữ không phân biệt giới tính - Áo Nữ Unisex
Korean,acacia,Japanese,アカシア
Korean,acacia,Chinese (Simplified),相思树
Korean,acacia,Chinese (Traditional),相思樹
Korean,almond,Japanese,アーモンド
Korean,apple,Chinese (Simplified),苹果
Korean,apple,Japanese,林檎
Korean,apricot,Japanese,アプリコット
Korean,apricot,Chinese (Simplified),杏
Korean,apricot,Spanish,albaricoc
Korean,big bubble,Japanese,大きな泡
Korean,blackberry,Japanese,ブラックベリー
Korean,blackberry,French,Blackberry
Korean,blackberry,Chinese (Traditional),黑莓屬
Korean,blackberry,Chinese (Simplified),黑莓属
Korean,blackberry,Spanish,mora
Korean,blackcurrant,Japanese,ブラックカレント
Korean,brioche,Japanese,ブリオッシュ
Korean,brioche,Chinese (Traditional),布里奧什
Korean,butter,Japanese,バター
Korean,cassis,Japanese,カシス
Korean,cherry,Chinese (Traditional),櫻桃紅
Korean,cherry,Chinese (Simplified),樱桃红
Korean,cherry,Japanese,サクランボ
Korean,citrus,Japanese,柑橘類
Korean,citrus,Chinese (Simplified),柑橘
Korean,citrus,Spanish,cítricos
Korean,citrus,Chinese (Traditional),柑橘屬
Korean,dairy,Japanese,乳製品
Korean,dairy,Chinese (Simplified),奶制品
Korean,dairy,Arabic,الألبان
Korean,dry rose,Japanese,ドライローズ
Korean,dry rose,Chinese (Traditional),幹玫瑰
Korean,earth,Chinese (Simplified),大地
Korean,earth,Chinese (Traditional),大地
Korean,earth,Japanese,土
Korean,grapefruit,Japanese,グレープフルーツ
Korean,grapefruit,Chinese (Traditional),葡萄柚
Korean,grapefruit,Chinese (Simplified),葡萄柚
Korean,grapefruit,Arabic,الجريب فروت
Korean,grass,Spanish,hierba
Korean,grass,Japanese,草
Korean,grass,Chinese (Simplified),草
Korean,green apple,Japanese,青リンゴ
Korean,hazelnut,Japanese,ヘーゼルナッツ
Korean,hazelnuts,Japanese,ヘーゼルナッツ
Korean,herb,Chinese (Traditional),藥草
Korean,herb,Chinese (Simplified),药草
Korean,herb,Japanese,ハーブ
Korean,honey,Arabic,عسل
Korean,honey,French,miel
Korean,honey,Spanish,miel
Korean,honey,Chinese (Traditional),蜂蜜
Korean,honey,Chinese (Simplified),蜂蜜
Korean,honey,Japanese,蜜
Korean,kiwi,Japanese,キウイ
Korean,kiwi,Chinese (Traditional),獼猴桃
Korean,kiwi,Arabic,الكيوي
Korean,laida laz E,English,Cream Makgeolli
Korean,leather,Japanese,革
Korean,leather,Chinese (Simplified),皮革
Korean,lemon,Chinese (Simplified),柠檬
Korean,lemon,Japanese,レモン
Korean,lime,Japanese,ライム
Korean,lime,French,Lime
Korean,lime,Chinese (Traditional),羅琳
Korean,lime,Chinese (Simplified),酸橙
Korean,lime,Spanish,lima
Korean,lychee,Japanese,ライチ
Korean,mango,Japanese,マンゴー
Korean,melon,Japanese,メロン
Korean,melon,Chinese (Traditional),甜瓜
Korean,melon,Chinese (Simplified),甜瓜
Korean,mineral,Japanese,ミネラル
Korean,mushroom,Chinese (Traditional),蘑菇
Korean,mushroom,Japanese,キノコ
Korean,oak,Japanese,オーク
Korean,oak,Chinese (Traditional),橡樹
Korean,orange,Chinese (Simplified),橙色
Korean,orange,Chinese (Traditional),橙色
Korean,orange,Japanese,オレンジ色
Korean,oz: POLY 100%,Japanese,裏地: ポリエステル 100%
Korean,oz: POLY 100%,Vietnamese,Lớp lót: POLY 100%
Korean,oz: POLY 100%,English,Lining: POLY 100%
Korean,passion fruit,Chinese (Simplified),西番莲果
Korean,passion fruit,Chinese (Traditional),西番蓮果
Korean,passion fruit,Japanese,パッションフルーツ
Korean,passionfrut,Spanish,pasionfrut
Korean,passionfrut,French,Fruit de la passion
Korean,passionfrut,Chinese (Traditional),西番蓮果
Korean,passionfrut,Chinese (Simplified),西番莲果
Korean,peach,Chinese (Simplified),桃
Korean,peach,Spanish,melocotón
Korean,peach,Japanese,桃
Korean,peach,Arabic,الخوخ
Korean,peach,Chinese (Traditional),桃子
Korean,pear,Japanese,ナシ
Korean,pear,Chinese (Simplified),梨
Korean,pear,Arabic,الكمثرى
Korean,pepper,Japanese,ペッパー
Korean,pepper,Chinese (Traditional),胡椒粉
Korean,pineapple,Japanese,パイナップル
Korean,pineapple,Chinese (Traditional),菠蘿
Korean,plum,Japanese,スモモ
Korean,plum,Chinese (Traditional),梅子
Korean,plum,Chinese (Simplified),梅子
Korean,plum,Arabic,البرقوق
Korean,popcorn,Japanese,ポップコーン
Korean,prune,Chinese (Simplified),修剪
Korean,prune,Japanese,プルーン
Korean,prune,Spanish,ciruela
Korean,raisin,Japanese,レーズン
Korean,raspberry,Chinese (Simplified),覆盆子属
Korean,raspberry,Chinese (Traditional),覆盆子屬
Korean,raspberry,Japanese,ラズベリー
Korean,rose water,Spanish,Agua rosa
Korean,rose water,Japanese,バラの水
Korean,rose water,French,Eau de rose
Korean,rosemary,Japanese,ローズマリー
Korean,savory,Chinese (Simplified),香喷喷
Korean,savory,Chinese (Traditional),香噴噴
Korean,savory,Japanese,風味のあるもの
Korean,set,Chinese (Simplified),套餐
Korean,stone,Japanese,石
Korean,strawberry,Chinese (Simplified),草莓味儿
Korean,strawberry,Chinese (Traditional),草莓味兒
Korean,strawberry,Japanese,イチゴ
Korean,toast,Japanese,トースト
Korean,toast,Chinese (Traditional),烤麪包片
Korean,tropical,Japanese,トロピカル
Korean,tropical,Chinese (Simplified),热带
Korean,vanilla,Japanese,バニラ
Korean,vanilla,Arabic,الفانيليا
Korean,violet,Japanese,スミレ
Korean,violet,Chinese (Simplified),紫罗兰
Korean,violet,Chinese (Traditional),紫羅蘭
Korean,watermelon,Japanese,スイカ
Korean,white flower,Japanese,白い花
Korean,white flower,Chinese (Simplified),白花
Korean,white flower,Chinese (Traditional),白花
Korean,white flower honey,Spanish,miel de flores blancas
Korean,white flower honey,Chinese (Simplified),白花蜜
Korean,white flower honey,Chinese (Traditional),白花蜜
Korean,white flower honey,Japanese,白花蜜
Korean,white flower honey,French,fleur blanche miel
Korean,woody,Chinese (Simplified),木质
Korean,woody,Chinese (Traditional),木質
Korean,woody,Japanese,木質
Korean,woody,Spanish,boscoso
Chinese (Traditional),6.5oz prime,English,6.5oz Prime
Chinese (Traditional),6.5oz prime,Japanese,6.5オンスプライムビーフ
Chinese (Traditional),6.5oz prime,Vietnamese,6.5oz Thịt bò Prime
Chinese (Traditional),Bar,Korean,바
Chinese (Traditional),MY,English,MYbrand or special item
Chinese (Simplified),20꼬치부터 주문 가능합니다,English,You must order more than 20 skewers.
Chinese (Simplified),K EE,English,Beef Skewers
Chinese (Simplified),SP,English,Recommended
Chinese (Simplified),골든블루,English,Golden Blue
Chinese (Simplified),꽃이 좋고 열매가 많다.,French,Ainsi prospérer avec fruits et parfums
Chinese (Simplified),꽃이 좋고 열매가 많다.,Vietnamese,Như vậy thịnh vượng với trái cây và hương thơm
Chinese (Simplified),꽃이 좋고 열매가 많다.,Arabic,فلنزدهر بالثمار والعبير
Chinese (Simplified),내를 이루어 바다에 이른다.,Arabic,هكذا يتحول إلى نهر هادئ، يُعانقُ البحر اللامتناهي
Chinese (Simplified),내를 이루어 바다에 이른다.,French,"Ainsi, il se transforme en un doux ruisseau qui se fond dans la mer sans fin"
Chinese (Simplified),내를 이루어 바다에 이른다.,English,"thus become a stream, and to the sea it reaches."
Chinese (Simplified),내를 이루어 바다에 이른다.,Vietnamese,"Như vậy, nó biến thành một dòng suối êm ái, hòa quyện cùng biển vô tận"
Chinese (Simplified),냉면,English,cold noodle
Chinese (Simplified),냉면,Korean,出知名品
Chinese (Simplified),뿌리 깊은 나무는 바람에 흔들리지 않으니,Arabic,شجرةٌ تضربُ بجذورها أعماق الأرض، لا رياحٌ تهزُّها
Chinese (Simplified),뿌리 깊은 나무는 바람에 흔들리지 않으니,Vietnamese,"Cây rễ sâu, gió không thể làm lay động nó"
Chinese (Simplified),뿌리 깊은 나무는 바람에 흔들리지 않으니,French,"Un arbre aux racines profondes, le vent ne peut le faire trembler"
Chinese (Simplified),샘이 깊은 물은 가뭄에 마르지 않으니,Arabic,ينبوع لا يُعَرَفُ قراره، لا الجفاف يمكنه كشف أسراره
Chinese (Simplified),샘이 깊은 물은 가뭄에 마르지 않으니,English,"An unfathomed spring, drought cannot reveal its bed"
Chinese (Simplified),샘이 깊은 물은 가뭄에 마르지 않으니,French,"Source profonde, la sécheresse ne peut en dévoiler le fond."
Chinese (Simplified),샘이 깊은 물은 가뭄에 마르지 않으니,Vietnamese,"Một suối không đo được, hạn hán không thể lộ diện đáy"
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",Korean,"◇ 생각하는, 그대로 쓰라 ◇ 정신을 쏟아 넣어 지으라 ◇ 많이 읽고, 많이 지으라 ◇ 몇 번이든지 좋게 고치라 ◇ 힘써 남의 비평을 받으라"
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",Arabic,◇ دوّن خواطرك ◇ بجوارحك كما هي ◇ اقرأ أكثر واكتب أكثر ◇ قم بمراجعة وتحرير النصوص بغض النظر عن المدة التي تستغرقها ◇ كن مهيّئًا لاستقبال انتقادات الآخرين بصدر رحب.
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",Chinese (Simplified),◇ 直接写出想法 ◇ 专心地写 ◇ 多读多写 ◇ 认真修改润色 ◇ 尽力接受别人的批评
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",English,◇ Write as you think ◇ With your spirit ◇ Read more and write more ◇ Review and edit no matter how long it takes ◇ Be willing to listen to other's criticism
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",Indonesian,"◇ Tulis sesuai apa yang kamu pikirkan ◇ Tulis dengan sepenuh hati ◇ Banyak membaca, banyak menulis ◇ Koreksi sebanyak mungkin ◇ Kuatlah dalam menerima kritik dari orang lain"
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",Japanese,◇思いついたそのままを書こう ◇精神を注ぎ込んで組み立てよう ◇たくさん読んで、たくさん書こう ◇何度でもよくなるように書き直そう ◇熱心に他人に批判を受け入れよう
French,"◇ 생각하는, 고대로 쓰라 ◇ 정신을 쏘아 너어 지으라 ◇ 만히 닑고, 만히 지으라 ◇ 몇 번이던지 조케 고치라 ◇ 힘써 남의 비평을 바드라",Spanish,◇ Escribir como piensas ◇ Con el espíritu ◇ Leer más y escribir más ◇ Revisar y editar sin importar cuánto tiempo lleve ◇ Estar dispuesto a escuchar la crítica del otro
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,Korean,『어린이』가 창간된 지 3년! 다행히 조선 십만의 동무를 얻어 일이 커지기에 이르렀고 전 조선 사백여의 소년 단체가 생겨서 비로소 우리의 운동이 성하게 되어서 필요함을 알고 우리는 한층 절박한 힘을 모아 이에 『어린이』 신문을 발행하기로 하였습니다.
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,Arabic,"مرت ثلاث سنوات منذ أن شرعنا في إصدلر «إيورينيأطفال» ! وبفضل دعم مئات الآلاف من المواطنين الأحرار في كوريا، ازدهرت الحركة، ونشأ ما يزيد عن أربعمائة منظمة شبابية جديدة. وإدراكًا لهذا الطلب المتزايد، فقد عقدنا العزم على مواصلة نشر صحيفة ""إيورينيالأطفال"" بحماسة وتفانٍ متجددين."
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,Chinese (Simplified),《儿童》创刊3年！我们有幸得到了朝鲜十万同志的支持，规模也开始壮大，全朝鲜建立了四百多个少年团体，我们的运动取得了成功，这让我们知道了少年运动的必要性，因此我们决定团结更迫切的力量，刊发了《儿童》报。
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,English,"3 years since ""EoriniChildren"" started its publication! Fortunately, with the support of a hundred thousand fellows in Korea, the movement became grand, along with more than four hundred new youth organizations. As a result, realizing the need, we have decided to publish the newspaper ""EoriniChildren"" by drawing up our passion from the bottom."
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,Indonesian,"3 tahun sejak ""Anak-Anak"" pertama kali diterbitkan! Untungnya, setelah mendapat 100.000 rekan dari Joseon yang membuat segalanya menjadi lebih besar, lalu ketika sekitar 400 kelompok pemuda terbentuk di seluruh Joseon, kami menyadari perlunya gerakan kami berkembang, sehingga kami mengumpulkan lebih banyak kekuatan dalam keputusasaan dan memutuskan untuk menerbitkan surat kabar ""Anak-Anak""."
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,Japanese,『こども』が創刊されて3年が経ちました！幸い、朝鮮10万人の同志を得て規模も拡大し、朝鮮全土に400余りの少年団体が結成され、ようやく私たちの運動が盛んになり、必要性を覚え、改めて切実に力を合わせて、『こども』新聞を発行することにしました。
French,『어린이』가 창간된 지 三年! 다행히 됴선 十萬의 동무를 엇어 일이 커지기에 니르럿고 전 됴선 四百여의 소년 단톄가 생기여 비로소 우리의 운동이 성하여지게 된지라 필요함을 알고 우리는 한층 절박의 힘을 모도와 이에 『어린이』 신문을 발행하기로 하엿슴니다,Spanish,"¡Hace tres años que empezó a publicarse «EoriniNiños»! Por suerte, con el apoyo de cien mil personas en Corea, el movimiento se agrandó, junto con más de cuatrocientas organizaciones juveniles nuevas. Como resultado, al darnos cuenta de la necesidad, decidimos publicar el periódico «EoriniNiños» y redactarlo con pasión."
French,世界 各國 兒童 作品,Arabic,أدب الأطفال في مختلف أنحاء العالم
French,世界 各國 兒童 作品,Korean,세계 각국 아동 작품
French,世界 各國 兒童 作品,Chinese (Simplified),世界各国儿童作品
French,世界 各國 兒童 作品,English,Children's Literatures around the World
French,世界 各國 兒童 作品,Indonesian,Karya Seni Anak-anak dari Seluruh Dunia
French,世界 各國 兒童 作品,Japanese,世界各国の児童作品
French,世界 各國 兒童 作品,Spanish,Literatura infantil en el mundo
French,世界에 그 類가 없는 朝鮮의 有名한 글,English,The Unique and Renowned Writing System of Korea
French,世界에 그 類가 없는 朝鮮의 有名한 글,Korean,세계에 그 유가 없는 조선의 유명한 글
French,世界에 그 類가 없는 朝鮮의 有名한 글,Arabic,الأبجدية الكورية المميزة والشهيرة
French,世界에 그 類가 없는 朝鮮의 有名한 글,Chinese (Simplified),世界唯一且著名的朝鲜文字
French,世界에 그 類가 없는 朝鮮의 有名한 글,Indonesian,Tulisan Terkenal dari Dinasti Joseon yang Tak Berjudul di Dunia
French,世界에 그 類가 없는 朝鮮의 有名한 글,Japanese,世界に類を見ない朝鮮の有名な文字
French,世界에 그 類가 없는 朝鮮의 有名한 글,Spanish,El sistema de escritura inigualable y renombrado de Chosun
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,Korean,오년 전의 오월 초하루! 몇백 년 몇천 년 눌려 엎드려만 있던 조선의 어린이는 이날부터 고개를 들고 이날부터 외치기 시작하였습니다.
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,Arabic,قد تم إسكات أطفالنا لآلاف السنين، ولكن منذ اليوم الأول من شهر مايو، قبل خمس سنوات مضت! انتفضوا وبدأوا في التعبير عن أنفسهم.
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,Chinese (Simplified),五年前的五月初一！几百年、几千年里一直受打压的朝鲜儿童从这一天起站起来了，从这一天起，他们开始抬头呐喊。
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,English,"On the first day of May, five years ago! Our children had laid low for hundreds and thousands of years, but from this day, they rose up and started to speak up."
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,Indonesian,"Hari pertama di bulan Mei, 5 tahun yang lalu! Anak-anak Joseon, yang ditekan selama ratusan tahun dan ribuan tahun, mulai mengangkat kepala mereka dan berteriak mulai hari ini."
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,Japanese,五年前の五月一日！数百年、数千年、押しつぶされ続けていた朝鮮のこどもたちは、この日から頭を上げ、この日から叫び始めました。
French,五年 전의 五月 초하로! 몃백년 몃천년 눌려 업드려만 잇던 됴선의 어린이는 이날브터 고개를 들고 이날브터 외치기 시작하엿슴니다.,Spanish,"¡En el primer día de mayo, hace cinco años! Nuestros niños habían pasado desapercibidos durante cientos y miles de años, pero desde este día, se levantaron y empezaron a hablar más fuerte."
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,Korean,작품과 작품을 통하여 다 각각 그 나라의 국민성이 잘 표현되었다.
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,Arabic,تتجلى الهوية الوطنية لكل بلد بشكل جيد من خلال الأعمال.
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,Chinese (Simplified),通过各种作品很好地表现了世界各国的国民性。
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,English,The national character of each country is well demonstrated through the works.
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,Indonesian,Kepribadian bangsa masing-masing negara diekspresikan dengan baik melalui karya masing-masing.
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,Japanese,それぞれの作品に、各国の国民性がよく表現されている。
French,作品과 作品을 通하야 다 각각 그 나라의 國民性이 잘 表現되엿다,Spanish,El carácter nacional de cada país queda demostrado a través de las obras.
